date,Battery (Charging) -  GWh,Pumps -  GWh,Coal (Brown) -  GWh,Coal (Black) -  GWh,Bioenergy (Biomass) -  GWh,Distillate -  GWh,Gas (Steam) -  GWh,Gas (CCGT) -  GWh,Gas (OCGT) -  GWh,Gas (Reciprocating) -  GWh,Gas (Waste Coal Mine) -  GWh,Battery (Discharging) -  GWh,Hydro -  GWh,Wind -  GWh,Solar (Utility) -  GWh,Solar (Rooftop) -  GWh,Coal (Brown) Emissions Vol - tCO₂e,Coal (Black) Emissions Vol - tCO₂e,Bioenergy (Biomass) Emissions Vol - tCO₂e,Distillate Emissions Vol - tCO₂e,Gas (Steam) Emissions Vol - tCO₂e,Gas (CCGT) Emissions Vol - tCO₂e,Gas (OCGT) Emissions Vol - tCO₂e,Gas (Reciprocating) Emissions Vol - tCO₂e,Gas (Waste Coal Mine) Emissions Vol - tCO₂e,Emissions Intensity - kgCO₂e/MWh,Volume Weighted Price - AUD/MWh,Battery (Charging) Market Value - AUD,Pumps Market Value - AUD,Coal (Brown) Market Value - AUD,Coal (Black) Market Value - AUD,Bioenergy (Biomass) Market Value - AUD,Distillate Market Value - AUD,Gas (Steam) Market Value - AUD,Gas (CCGT) Market Value - AUD,Gas (OCGT) Market Value - AUD,Gas (Reciprocating) Market Value - AUD,Gas (Waste Coal Mine) Market Value - AUD,Battery (Discharging) Market Value - AUD,Hydro Market Value - AUD,Wind Market Value - AUD,Solar (Utility) Market Value - AUD,Solar (Rooftop) Market Value - AUD
2004-05-01,0.00,-136.91,4728.61,9785.24,0.00,1.11,533.80,365.99,114.06,0.00,0.00,0.00,340.79,0.00,0.00,0.00,6034551.82,8991947.12,0.00,1158.19,301762.84,181366.61,70226.77,0.00,0.00,990.36,33.15,0.00,783404.36,36147338.34,75987315.41,0.00,14079.10,4925955.81,3203058.14,1112159.16,0.00,0.00,0.00,3229956.75,0.00,0.00,0.00
2004-06-01,0.00,-93.87,4802.52,10020.62,0.00,0.48,438.58,374.84,120.19,0.00,0.00,0.00,316.70,0.00,0.00,0.00,6162875.19,9210988.19,0.00,491.37,248785.46,190047.47,73222.38,0.00,0.00,994.14,31.99,0.00,625983.21,35884938.31,82039510.30,0.00,9936.88,4674049.55,3404917.63,1503997.57,0.00,0.00,0.00,3502425.12,0.00,0.00,0.00
2004-07-01,0.00,-96.42,4986.01,10710.93,0.00,1.76,368.73,339.65,101.31,0.00,0.00,0.00,352.98,0.00,0.00,0.00,6372545.62,9813032.34,0.00,1826.18,209282.19,177364.43,57917.99,0.00,0.00,992.07,39.81,0.00,431343.43,40135800.80,92001599.61,0.00,45601.86,5035336.35,4375097.07,1764128.85,0.00,0.00,0.00,6353814.52,0.00,0.00,0.00
2004-08-01,0.00,-93.18,5075.70,10205.61,0.00,1.82,281.18,324.66,84.39,0.00,0.00,0.00,393.40,0.00,0.00,0.00,6495898.43,9344276.98,0.00,1885.90,160248.69,169899.36,46626.73,0.00,0.00,996.64,28.38,0.00,442214.23,31295006.28,72335251.13,0.00,10267.49,2992931.66,2964820.71,882084.78,0.00,0.00,0.00,2961782.52,0.00,0.00,0.00
2004-09-01,0.00,-96.17,4538.50,9128.16,0.00,1.79,363.46,378.44,99.53,0.00,0.00,0.00,623.56,0.00,0.00,0.00,5788846.38,8348216.04,0.00,1856.28,205567.82,189212.71,57436.79,0.00,0.00,970.33,65.05,0.00,552589.85,31157241.77,126477864.82,0.00,27569.96,3615614.83,5301435.21,1018440.49,0.00,0.00,0.00,10704936.87,0.00,0.00,0.00
2004-10-01,0.00,-121.33,4419.70,9282.58,0.00,5.80,440.46,288.22,188.89,0.00,0.00,0.00,631.47,0.00,0.00,0.00,5662425.64,8510561.69,0.00,6067.41,250116.60,150494.74,122496.80,0.00,0.00,971.35,59.91,0.00,686158.60,40709343.27,111610425.82,0.00,141800.55,4615835.47,3554427.39,2862948.32,0.00,0.00,0.00,13504694.86,0.00,0.00,0.00
2004-11-01,0.00,-129.12,4401.68,9488.78,0.00,6.58,484.26,267.17,137.78,0.00,0.00,0.00,448.28,0.00,0.00,0.00,5640931.78,8680001.72,0.00,6872.62,273085.56,147565.52,91143.40,0.00,0.00,982.40,69.52,0.00,722463.14,40340768.24,136807031.29,0.00,331944.22,7717435.50,4548760.65,2849933.18,0.00,0.00,0.00,13985061.94,0.00,0.00,0.00
2004-12-01,0.00,-166.20,4589.67,9816.30,0.00,7.16,389.96,378.80,87.22,0.00,0.00,0.00,313.91,0.00,0.00,0.00,5849770.44,9005164.45,0.00,7628.13,219530.49,196884.02,53329.43,0.00,0.00,994.52,31.80,0.00,839904.65,40286994.65,102541078.59,0.00,52542.80,5197812.40,5483973.99,1541952.14,0.00,0.00,0.00,3793081.10,0.00,0.00,0.00
2005-01-01,0.00,-112.65,4789.38,9860.19,0.00,4.09,266.06,478.84,20.48,0.00,0.00,0.00,539.06,0.00,0.00,0.00,6119411.20,9041557.05,0.00,4468.86,151810.70,235735.19,13528.04,0.00,0.00,982.40,34.84,0.00,597281.02,28707185.55,73095311.78,0.00,29800.12,2399154.26,3354552.14,274786.76,0.00,0.00,0.00,7203859.81,0.00,0.00,0.00
2005-02-01,0.00,-82.46,4283.55,9312.69,0.00,7.38,219.28,467.64,33.28,0.00,0.00,0.00,541.85,0.00,0.00,0.00,5498030.90,8523782.07,0.00,7824.84,125102.42,230440.77,18728.72,0.00,0.00,974.34,24.50,0.00,311551.54,34669902.44,55802771.05,0.00,60517.83,2113983.63,3287699.14,293683.16,0.00,0.00,0.00,4177802.70,0.00,0.00,0.00
2005-03-01,0.00,-81.04,4682.28,9896.84,0.00,0.95,192.32,521.27,50.56,0.00,0.00,0.00,457.36,0.00,0.00,0.00,5993858.78,9054208.44,0.00,1008.01,110629.70,261064.27,26632.04,0.00,0.00,982.63,22.41,0.00,365550.38,25301275.38,46772255.25,0.00,4017.33,2895636.39,3325702.59,589573.83,0.00,0.00,0.00,2472681.52,0.00,0.00,0.00
2005-04-01,0.00,-50.35,4040.73,9356.68,0.00,0.72,372.90,646.59,71.84,0.00,0.00,0.00,572.04,0.00,0.00,0.00,5187738.80,8608705.85,0.00,756.13,210095.67,315562.53,39766.62,0.00,0.00,956.80,4.65,0.00,145324.95,19283258.99,41000151.70,0.00,3506.24,2203549.19,3102383.95,420749.55,0.00,0.00,0.00,3227415.08,0.00,0.00,0.00
2005-05-01,0.00,-95.84,4741.35,9776.98,0.00,1.34,333.60,557.76,51.49,0.00,0.00,0.00,986.44,0.00,0.00,0.00,6031824.06,8976199.36,0.00,1445.39,198289.75,281222.05,29857.91,0.00,0.00,948.98,5.92,0.00,308464.27,21348514.45,41894275.09,0.00,6313.03,5640749.63,2836383.94,393130.45,0.00,0.00,0.00,23670706.12,0.00,0.00,0.00
2005-06-01,0.00,-86.05,4815.35,10068.42,0.00,1.42,352.56,585.72,28.38,0.00,0.00,0.00,1274.83,0.00,0.00,0.00,6138472.27,9228375.39,0.00,1575.64,220925.75,291793.72,15706.25,0.00,0.00,932.88,4.77,0.00,266438.72,19915895.76,45807326.73,0.00,14629.50,2617337.15,2670294.64,184835.89,0.00,0.00,0.00,12371706.15,0.00,0.00,0.00
2005-07-01,0.00,-61.71,4738.19,10614.26,0.00,0.33,337.22,646.71,46.01,0.00,0.00,0.00,1372.84,0.00,0.00,0.00,6069800.50,9726519.65,0.00,438.98,203621.87,322378.90,25493.03,0.00,0.00,923.95,7.16,0.00,460895.27,21107841.35,97364622.06,0.00,3381.29,2611231.19,5473387.48,280080.65,0.00,0.00,0.00,17356022.42,0.00,0.00,0.00
2005-08-01,0.00,-49.97,4717.50,10543.88,0.00,1.27,299.18,632.06,56.90,0.00,0.00,0.00,1376.08,0.00,0.00,0.00,6068535.77,9665960.16,0.00,1458.44,179574.78,320060.33,34045.67,0.00,0.00,925.63,5.40,0.00,267537.47,20148132.40,60115046.94,0.00,7751.30,1904355.74,3316048.38,374445.26,0.00,0.00,0.00,12706637.87,0.00,0.00,0.00
2005-09-01,0.00,-26.58,4431.86,9313.09,0.00,0.33,317.48,588.46,49.96,0.00,0.00,0.00,1381.97,0.00,0.00,0.00,5660625.57,8537633.92,0.00,392.61,191713.43,293232.22,29203.33,0.00,0.00,916.31,6.03,0.00,207751.64,24498870.56,61730868.38,0.00,2476.14,2248729.27,3098325.90,369309.98,0.00,0.00,0.00,11600317.99,0.00,0.00,0.00
2005-10-01,0.00,-14.89,4497.08,9355.33,0.00,0.36,299.60,598.79,40.62,0.00,0.00,0.00,1320.95,0.00,0.00,0.00,5694477.00,8598956.37,0.00,448.72,182949.00,304889.53,22121.47,0.00,0.00,919.62,5.96,0.00,42885.65,17453930.86,70149468.52,0.00,33560.66,2152293.08,3571034.99,333068.43,0.00,0.00,0.00,13926380.17,0.00,0.00,0.00
2005-11-01,0.00,-51.14,4403.11,9437.76,0.00,0.64,301.76,604.11,46.63,0.00,0.00,0.00,1207.30,0.00,0.00,0.00,5626672.53,8682247.11,0.00,695.77,189933.37,312624.29,27310.19,0.00,0.00,930.37,4.09,0.00,163955.67,17955953.68,33586320.00,0.00,48334.01,2749084.99,2919779.69,371086.44,0.00,0.00,0.00,8868461.24,0.00,0.00,0.00
2005-12-01,0.00,-45.65,4889.90,9973.76,0.00,9.61,255.05,544.92,55.18,0.00,0.00,0.00,1315.80,0.00,0.00,0.00,6226171.26,9165182.73,0.00,10095.85,153120.63,286705.28,32145.26,0.00,0.00,933.81,5.91,0.00,138588.44,31212330.74,62524502.77,0.00,158328.03,4051589.78,3534515.72,1429528.49,0.00,0.00,0.00,15845550.06,0.00,0.00,0.00
2006-01-01,0.00,-75.97,4792.52,10408.22,0.00,4.76,375.45,579.09,97.90,0.00,0.00,0.00,1324.84,0.00,0.00,0.00,6120852.92,9546904.61,0.00,5062.50,225922.02,299314.95,61944.99,0.00,0.00,928.78,6.05,0.00,250061.42,46017262.18,50216764.09,0.00,208318.10,9027425.12,4762707.74,3736140.39,0.00,0.00,0.00,10582280.90,0.00,0.00,0.00
2006-02-01,0.00,-38.53,4390.30,9489.56,0.00,6.56,197.48,574.20,82.56,0.00,0.00,0.00,1218.96,0.00,0.00,0.00,5605507.03,8746579.16,0.00,6851.80,118124.18,295639.15,50011.10,0.00,0.00,931.01,8.79,0.00,116054.19,41841353.41,106930922.05,0.00,739954.39,2565741.92,5750413.18,2454965.95,0.00,0.00,0.00,20176970.11,0.00,0.00,0.00
2006-03-01,0.00,-24.27,4877.48,10176.24,0.00,0.35,242.65,611.10,65.15,0.00,0.00,0.00,1169.74,0.00,0.00,0.00,6214213.30,9359574.01,0.00,359.63,139884.03,308545.56,38128.30,0.00,0.00,938.21,4.04,0.00,77288.08,20260112.58,42009640.47,0.00,8635.48,1475207.08,3030611.49,413869.80,0.00,0.00,0.00,6137229.46,0.00,0.00,0.00
2006-04-01,0.00,-5.59,4360.37,9564.04,0.00,0.40,226.93,428.95,36.62,0.00,0.00,0.00,1196.74,0.00,0.00,0.00,5568736.38,8763389.39,0.00,413.26,129782.96,236203.00,20082.34,0.00,0.00,931.06,3.83,0.00,13727.85,16787747.53,37079755.52,0.00,2256.30,1142146.35,1872655.19,186515.95,0.00,0.00,0.00,5831021.85,0.00,0.00,0.00
2006-05-01,0.00,-3.49,4709.83,10318.69,0.00,0.39,359.67,629.85,64.16,0.00,0.00,0.00,1425.41,0.00,0.00,0.00,6026332.47,9462044.21,0.00,421.55,205242.38,318676.05,37525.50,0.00,0.00,916.92,4.75,0.00,11781.85,23163736.83,45102600.85,0.00,15221.12,2843670.47,3385513.41,703521.72,0.00,0.00,0.00,10780841.16,0.00,0.00,0.00
2006-06-01,0.00,-45.88,4693.63,10731.42,0.00,0.03,376.28,727.67,58.76,0.00,0.00,0.00,1510.86,0.00,0.00,0.00,5962070.03,9870361.00,0.00,112.32,213740.58,358439.15,34363.24,0.00,0.00,910.61,5.11,0.00,183453.15,26157600.44,51251331.44,0.00,767.65,2735048.24,3935380.64,423642.45,0.00,0.00,0.00,10430036.27,0.00,0.00,0.00
2006-07-01,0.00,-62.48,4918.45,10848.65,0.00,0.52,235.17,725.24,92.88,0.00,0.00,0.00,1550.59,0.00,0.00,0.00,6270646.23,9974217.64,0.00,662.39,136787.30,362097.09,55106.09,0.00,0.00,917.55,6.92,0.00,244801.09,34873200.14,68863650.45,0.00,25841.00,2922621.97,5090411.29,1509065.54,0.00,0.00,0.00,17606703.65,0.00,0.00,0.00
2006-08-01,0.00,-70.99,4793.57,10676.59,0.00,0.37,336.66,778.88,80.40,0.00,0.00,0.00,1272.85,0.00,0.00,0.00,6150012.80,9832700.42,0.00,424.28,201891.49,382696.25,45612.47,0.00,0.00,929.76,4.72,0.00,259655.55,24823151.78,46283928.59,0.00,8356.89,2343214.62,4353640.36,569788.86,0.00,0.00,0.00,7316171.32,0.00,0.00,0.00
2006-09-01,0.00,-35.95,4429.42,9772.34,0.00,1.55,264.26,772.59,124.33,0.00,0.00,0.00,1078.39,0.00,0.00,0.00,5659139.87,8957583.31,0.00,1645.45,159789.90,373102.59,73751.27,0.00,0.00,927.96,4.39,0.00,145415.85,21462948.45,39188581.18,0.00,8416.37,1711392.74,3496828.18,648326.34,0.00,0.00,0.00,6690262.33,0.00,0.00,0.00
2006-10-01,0.00,-44.58,4544.39,9951.00,0.00,0.07,326.95,796.28,130.35,0.00,0.00,0.00,956.17,0.00,0.00,0.00,5835160.96,9122941.48,0.00,59.74,199560.40,377469.51,75676.01,0.00,0.00,936.99,4.50,0.00,166277.81,23163810.49,41636255.13,0.00,480.87,1976962.72,3714277.48,618848.23,0.00,0.00,0.00,5748794.73,0.00,0.00,0.00
2006-11-01,0.00,-73.74,4550.70,9930.72,0.00,1.42,336.24,700.31,174.24,0.00,0.00,0.00,941.81,0.00,0.00,0.00,5827035.06,9101806.57,0.00,1481.67,198064.75,333450.56,108994.28,0.00,0.00,940.17,5.19,0.00,224782.87,25220618.61,51149315.71,0.00,28108.45,2576845.32,3856832.56,1433988.41,0.00,0.00,0.00,6888609.15,0.00,0.00,0.00
2006-12-01,0.00,-114.74,4995.04,9935.06,0.00,1.00,289.85,674.30,147.85,0.00,0.00,0.00,778.21,0.00,0.00,0.00,6387109.60,9116568.93,0.00,1063.08,176462.16,324883.75,90834.93,0.00,0.00,963.51,3.79,0.00,351159.62,19276729.90,36505668.10,0.00,10622.46,1751745.76,2877823.04,771545.01,0.00,0.00,0.00,4082453.11,0.00,0.00,0.00
2007-01-01,0.00,-146.10,4732.42,10476.66,0.00,17.10,340.00,821.48,384.50,0.00,0.00,0.00,1010.93,0.00,0.00,0.00,6055756.30,9650955.35,0.00,17980.32,206269.18,393883.33,271162.99,0.00,0.00,940.98,10.43,0.00,676268.63,69088437.08,101737258.65,0.00,963986.93,6014806.57,10079967.48,12641655.22,0.00,0.00,0.00,16705194.16,0.00,0.00,0.00
2007-02-01,0.00,-169.34,4497.82,9537.33,0.00,3.71,313.03,782.42,446.04,0.00,0.00,0.00,992.57,0.00,0.00,0.00,5765068.60,8782327.56,0.00,3914.40,185566.99,373748.07,323366.81,0.00,0.00,940.89,7.97,0.00,863906.69,40377776.10,76845754.37,0.00,72431.58,3780113.41,7049527.17,5527592.01,0.00,0.00,0.00,11890904.83,0.00,0.00,0.00
2007-03-01,0.00,-178.97,4803.03,10322.09,0.00,7.27,388.80,858.18,376.19,0.00,0.00,0.00,1026.20,0.00,0.00,0.00,6129949.67,9474989.31,0.00,7635.61,228683.49,412015.89,262262.49,0.00,0.00,938.23,8.64,0.00,1020662.01,45616236.77,92137560.75,0.00,66058.83,3843966.65,7679334.81,5068230.12,0.00,0.00,0.00,11927068.87,0.00,0.00,0.00
2007-04-01,0.00,-158.02,4320.43,8943.19,0.00,0.32,691.09,495.31,453.88,0.00,0.00,0.00,1083.55,0.00,0.00,0.00,5569630.22,8239613.70,0.00,330.26,394102.56,256445.75,314374.84,0.00,0.00,933.34,12.21,0.00,1263326.26,46232728.17,124072483.54,0.00,5084.74,7969171.52,7134046.68,7204276.67,0.00,0.00,0.00,14796811.07,0.00,0.00,0.00
2007-05-01,0.00,-171.05,4327.82,9801.26,0.00,0.77,669.73,800.14,394.44,0.00,0.00,0.00,1125.59,0.01,0.00,0.00,5537460.67,9033647.12,0.00,849.68,393014.35,384362.97,271329.79,0.00,0.00,921.64,9.59,0.00,1079948.08,41908023.02,97148588.51,0.00,9090.80,6681884.18,7890394.67,4309666.28,0.00,0.00,0.00,12198134.60,160.62,0.00,0.00
2007-06-01,0.00,-160.71,4571.54,10024.38,0.00,17.66,755.75,822.94,428.79,0.00,0.00,0.00,1573.23,2.97,0.00,0.00,5840250.45,9275180.74,0.00,18467.76,449195.06,389229.77,297663.96,0.00,0.00,902.06,30.83,0.00,1430821.57,106179119.40,355061456.94,0.00,3097863.31,16066082.38,22285603.39,21309113.90,0.00,0.00,0.00,61016912.40,60606.36,0.00,0.00
2007-07-01,0.00,-186.68,4899.25,11374.21,0.00,6.07,631.98,733.58,324.40,0.00,0.00,0.00,1119.41,9.23,0.00,0.00,6287589.27,10509148.79,0.00,6354.99,378102.40,348881.17,218699.83,0.00,0.00,938.52,11.09,0.00,1020157.48,56274442.85,125071332.25,0.00,185663.08,8062376.59,8910657.55,4485232.66,0.00,0.00,0.00,17735269.33,101181.30,0.00,0.00
2007-08-01,0.00,-160.36,4921.73,10579.35,0.00,3.34,479.48,757.51,230.22,0.00,0.00,0.00,982.92,8.00,0.00,0.00,6310669.61,9801167.19,0.00,3506.21,284681.97,359842.76,143297.75,0.00,0.00,949.50,7.40,0.00,769705.42,35249232.87,81760688.73,0.00,18294.82,3781016.66,6299000.23,2175275.92,0.00,0.00,0.00,7871850.68,58239.87,0.00,0.00
2007-09-01,0.00,-164.82,4674.29,9479.60,0.00,9.08,469.89,574.14,221.69,0.00,0.00,0.00,1046.44,13.29,0.00,0.00,5986189.68,8717917.31,0.00,9494.82,270629.35,284229.08,134621.43,0.00,0.00,943.61,8.40,0.00,862783.80,36369851.49,84872521.28,0.00,81018.47,4139237.77,4736750.14,2410741.16,0.00,0.00,0.00,10572619.84,98139.16,0.00,0.00
2007-10-01,0.00,-176.06,4729.32,9748.20,0.00,5.36,342.80,823.85,237.66,0.00,0.00,0.00,1104.11,14.66,0.00,0.00,6048194.23,8949979.61,0.00,5725.52,206020.78,387418.92,153710.05,0.00,0.00,935.90,7.34,0.00,860951.99,32240916.70,77835073.77,0.00,102677.70,2485746.44,6482459.19,2487439.98,0.00,0.00,0.00,10247969.18,97627.64,0.00,0.00
2007-11-01,0.00,-148.71,4361.40,10003.17,0.00,3.26,606.94,695.98,329.01,0.00,0.00,0.00,814.14,9.90,0.00,0.00,5566206.24,9194441.61,0.00,3411.18,355886.87,336908.79,219679.15,0.00,0.00,940.12,8.22,0.00,640260.84,37675029.86,87874138.03,0.00,53449.67,5784038.10,6225279.97,3887430.47,0.00,0.00,0.00,8527794.86,78161.41,0.00,0.00
2007-12-01,0.00,-158.86,4397.18,10171.83,0.00,6.35,589.96,781.99,327.63,0.00,0.00,0.00,818.13,15.99,0.00,0.00,5592929.24,9321193.44,0.00,6650.13,343464.22,370596.02,221091.11,0.00,0.00,935.44,8.10,0.00,691585.30,32477751.87,91480383.21,0.00,126142.86,5841412.67,6958494.12,4039302.95,0.00,0.00,0.00,8273533.73,117923.64,0.00,0.00
2008-01-01,0.00,-170.86,4713.18,10655.28,0.00,19.57,462.06,800.10,288.25,0.00,0.00,0.00,868.19,31.08,0.00,0.00,6004684.98,9803051.89,0.00,20703.09,271657.82,378167.91,190361.93,0.00,0.00,943.50,6.03,0.00,623967.32,27939638.44,68334186.63,0.00,294459.69,3467590.24,5329421.67,2732507.36,0.00,0.00,0.00,7317107.04,190840.14,0.00,0.00
2008-02-01,0.00,-119.69,4647.74,9679.46,0.00,16.11,343.00,773.88,221.75,0.00,0.00,0.00,729.23,41.09,0.00,0.00,5926826.67,8906196.56,0.00,17002.04,212004.77,367373.90,137070.28,0.00,0.00,953.09,9.94,0.00,414380.10,37216970.49,115376577.57,0.00,4116819.10,7836079.50,17310410.91,15010194.02,0.00,0.00,0.00,7428929.32,609045.30,0.00,0.00
2008-03-01,0.00,-118.09,4764.38,10154.02,0.00,5.38,510.13,787.09,299.25,0.00,0.00,0.00,898.61,40.61,0.00,0.00,6079573.90,9348998.39,0.00,5929.09,310166.69,368870.15,191377.45,0.00,0.00,940.23,7.52,0.00,441525.32,46874535.10,60822388.61,0.00,811729.82,10439220.22,9710018.43,8277196.24,0.00,0.00,0.00,10031279.91,953276.92,0.00,0.00
2008-04-01,0.00,-66.36,4120.29,9963.76,0.00,0.84,595.88,644.20,237.45,0.00,0.00,0.00,908.42,38.39,0.00,0.00,5254437.50,9195033.78,0.00,872.79,351710.25,309599.69,146748.47,0.00,0.00,927.96,6.79,0.00,265441.23,31850196.66,59260182.89,0.00,4883.93,8052258.50,5846227.84,2260250.96,0.00,0.00,0.00,7939693.12,534159.98,0.00,0.00
2008-05-01,0.00,-97.43,4306.91,10480.10,0.00,1.24,673.63,854.09,299.41,0.00,0.00,0.00,1101.30,40.45,0.00,0.00,5512340.51,9606288.41,0.00,1286.20,391954.40,402263.97,188866.13,0.00,0.00,911.85,7.72,0.00,449051.02,36633720.58,73264867.92,0.00,11340.28,7728150.52,9363823.95,2873536.32,0.00,0.00,0.00,11208099.77,438649.76,0.00,0.00
2008-06-01,0.00,-117.55,4725.78,10025.11,0.00,4.96,561.77,824.12,268.32,0.00,0.00,0.00,1070.82,69.11,0.00,0.00,6029425.92,9202678.52,0.00,5183.12,336180.32,385396.73,170156.50,0.00,0.00,925.23,6.83,0.00,476622.00,33376170.92,66247295.76,0.00,72487.50,7166807.96,8186074.83,2424610.43,0.00,0.00,0.00,9091077.42,505526.19,0.00,0.00
2008-07-01,0.00,-104.39,4985.59,11216.22,0.00,0.45,477.80,821.32,269.38,0.00,0.00,0.00,1214.07,93.22,0.00,0.00,6336332.37,10321135.77,0.00,486.53,281254.97,383153.77,169240.23,0.00,0.00,921.89,7.58,0.00,401447.41,37412532.02,86942375.02,0.00,106295.86,4742950.44,7352763.29,3882997.75,0.00,0.00,0.00,11409664.20,578662.85,0.00,0.00
2008-08-01,0.00,-88.92,5035.08,11096.86,0.00,0.49,554.57,784.96,313.89,0.00,0.00,0.00,1044.87,83.27,0.00,0.00,6469274.18,10207152.04,0.00,498.40,319644.25,364173.58,207285.27,0.00,0.00,933.23,6.23,0.00,349392.77,31796391.57,67784248.22,0.00,2508.26,4207677.40,5035444.82,2296457.30,0.00,0.00,0.00,9099922.24,494963.61,0.00,0.00
2008-09-01,0.00,-90.14,4572.80,9809.51,0.00,0.17,310.52,771.84,294.78,0.00,0.00,0.00,1029.11,93.90,0.00,0.00,5863627.50,9014795.25,0.00,164.69,178900.26,359262.58,188939.72,0.00,0.00,929.33,5.51,0.00,319855.76,26401327.13,53241854.87,0.00,922.46,2056428.95,4314787.80,1945328.62,0.00,0.00,0.00,7575324.77,424963.05,0.00,0.00
2008-10-01,0.00,-121.59,4649.90,9973.42,0.00,2.31,301.22,682.87,345.89,0.00,0.00,0.00,1005.36,79.53,0.00,0.00,5993810.54,9193581.95,0.00,2385.07,183694.88,303883.34,233492.63,0.00,0.00,940.42,9.83,0.00,508164.42,37427352.70,108976234.02,0.00,263707.65,4103550.21,9254555.18,3519929.24,0.00,0.00,0.00,21302372.70,1847596.38,0.00,0.00
2008-11-01,0.00,-146.55,4565.81,9969.49,0.00,2.31,287.00,735.16,273.77,0.00,0.00,0.00,720.50,80.19,0.00,0.00,5857952.42,9163077.08,0.00,2411.93,173995.55,332127.46,181591.64,0.00,0.00,952.90,5.54,0.00,556771.53,25577332.19,57439627.36,0.00,93439.23,2072146.74,4358020.11,2122359.33,0.00,0.00,0.00,5418653.73,462707.03,0.00,0.00
2008-12-01,0.00,-138.05,5005.71,10019.01,0.00,6.51,219.88,803.32,222.29,0.00,0.00,0.00,679.28,85.06,0.00,0.00,6416684.81,9189964.55,0.00,6826.43,137452.32,371649.84,143932.92,0.00,0.00,962.34,4.93,0.00,464352.53,24349404.13,47638826.91,0.00,43476.98,2159767.20,5837113.02,1678521.70,0.00,0.00,0.00,4204608.06,526768.95,0.00,0.00
2009-01-01,0.00,-16.33,4651.14,10490.44,0.00,12.86,442.96,839.66,422.90,0.00,0.00,0.00,1019.95,84.54,0.00,0.00,5993802.29,9668348.57,0.00,13944.11,262462.00,386804.75,284415.84,0.00,0.00,925.43,13.29,0.00,58741.48,110410740.72,83176998.09,0.00,2674245.23,26024963.28,21545810.05,28772360.58,0.00,0.00,0.00,36487492.28,2789584.29,0.00,0.00
2009-02-01,0.00,-43.97,4351.26,9586.11,0.00,2.81,408.68,806.65,321.15,0.00,0.00,0.00,868.53,82.65,0.00,0.00,5598279.90,8829911.70,0.00,2990.63,241877.18,366670.89,206076.57,0.00,0.00,930.54,6.15,0.00,171547.18,25202361.36,67931214.58,0.00,158573.93,3961236.14,5834051.07,4143473.96,0.00,0.00,0.00,8063275.37,474897.57,0.00,0.00
2009-03-01,0.00,-9.41,4951.07,10042.07,0.00,1.74,241.51,839.78,236.67,0.00,0.00,0.00,696.80,79.17,0.00,0.00,6374288.13,9221006.42,0.00,1815.16,146217.40,388179.81,144820.69,0.00,0.00,952.98,4.27,0.00,29092.41,21324080.42,43520080.00,0.00,51380.94,1685094.42,4191972.97,1317448.70,0.00,0.00,0.00,4133272.20,329132.93,0.00,0.00
2009-04-01,0.00,-1.27,4456.83,9234.03,0.00,2.57,321.30,822.35,328.94,0.00,0.00,0.00,797.85,74.95,0.00,0.00,5731733.46,8450493.49,0.00,2689.18,181516.63,377531.10,205174.16,0.00,0.00,932.13,6.12,0.00,3977.41,27708555.91,54849132.83,0.00,28939.17,2560299.88,5163819.21,2548588.43,0.00,0.00,0.00,8348535.23,413672.23,0.00,0.00
2009-05-01,0.00,-5.15,4778.40,9801.48,0.00,4.19,356.46,928.25,317.71,0.00,0.00,0.00,950.74,68.91,0.00,0.00,6112401.24,8991508.42,0.00,4389.95,201588.73,420334.76,191815.21,0.00,0.00,925.65,5.15,0.00,18218.03,25117957.69,48581014.71,0.00,18312.90,2333956.64,4947670.10,1879365.95,0.00,0.00,0.00,6987892.90,344024.90,0.00,0.00
2009-06-01,0.00,-3.32,4838.53,10134.47,0.00,0.31,315.63,875.62,361.07,0.00,0.00,0.00,1007.48,102.69,0.00,0.00,6212498.49,9251904.21,0.00,312.53,179046.24,401782.58,220239.37,0.00,0.00,922.49,6.76,0.00,9699.04,24209925.06,56953082.29,0.00,1654.15,2080742.37,5297615.63,5190865.37,0.00,0.00,0.00,22811871.94,455255.15,0.00,0.00
2009-07-01,0.00,-15.43,4842.66,10471.76,48.21,1.90,284.47,849.29,369.23,0.00,0.00,0.00,1331.63,411.67,0.00,0.00,6221309.07,9574315.41,4473.33,1980.44,159369.69,395317.24,225454.39,0.00,0.00,891.74,29.15,0.00,309345.12,130758136.09,318905943.44,1337521.50,125630.42,9521431.04,26414764.60,15417724.84,0.00,0.00,0.00,42789067.07,10296436.97,0.00,0.00
2009-08-01,0.00,-27.04,4791.40,9793.44,47.69,0.18,179.19,895.76,278.58,0.00,0.00,0.00,1329.56,511.20,0.00,0.00,6142292.73,8980244.02,4527.62,172.00,101166.13,407933.37,165221.53,0.00,0.00,887.73,23.33,0.00,494370.50,108758751.93,240748223.92,1143609.87,4411.39,4972383.89,21976559.90,7200914.10,0.00,0.00,0.00,31000077.08,10543676.50,0.00,0.00
